"Num","Time","%","Players","GF","GA","+/-","SF","SA","SF%","CF","CA","CF%"
"132","0:16","0.1","LAWSON CROUSE - CLAYTON KELLER - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"133","0:16","0.1","ANDREW AGOZZINO - CLAYTON KELLER - DYLAN GUENTHER","0","0","0","0","0","0.0","0","1","0.0"
"134","0:16","0.1","NICK SCHMALTZ - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"135","0:16","0.1","LAWSON CROUSE - CLAYTON KELLER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"136","0:16","0.1","BRANDON TANEV - JACK MCBAIN - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"137","0:15","0.1","NICK BJUGSTAD - NICK SCHMALTZ - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"138","0:15","0.1","NICK SCHMALTZ - CLAYTON KELLER - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"139","0:15","0.1","BRANDON TANEV - KAILER YAMAMOTO","0","0","0","0","0","0.0","0","1","0.0"
"140","0:15","0.1","LIAM O'BRIEN - BARRETT HAYTON - JOSH DOAN","0","0","0","0","0","0.0","0","1","0.0"
"141","0:14","0.0","BRANDON TANEV - KAILER YAMAMOTO - LOGAN COOLEY","0","0","0","0","0","0.0","1","0","100.0"
"142","0:14","0.0","NICK BJUGSTAD - LIAM O'BRIEN - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"143","0:14","0.0","KAILER YAMAMOTO - JACK MCBAIN - JOSH DOAN - LOGAN COOLEY","0","0","0","1","0","100.0","2","0","100.0"
"144","0:14","0.0","BRANDON TANEV - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"145","0:14","0.0","LAWSON CROUSE - CLAYTON KELLER - JACK MCBAIN - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"146","0:13","0.0","BRANDON TANEV - CLAYTON KELLER - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"147","0:13","0.0","KEVIN STENLUND - DYLAN GUENTHER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"148","0:13","0.0","ANDREW AGOZZINO - BRANDON TANEV - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"149","0:13","0.0","BARRETT HAYTON - KEVIN STENLUND - JJ PETERKA","0","0","0","0","0","0.0","1","0","100.0"
"150","0:13","0.0","BRANDON TANEV - NICK SCHMALTZ - CLAYTON KELLER - KEVIN STENLUND","0","0","0","0","0","0.0","1","0","100.0"
"151","0:12","0.0","NICK SCHMALTZ - CLAYTON KELLER - KAILER YAMAMOTO - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"152","0:12","0.0","BRANDON TANEV - CLAYTON KELLER - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"153","0:12","0.0","BARRETT HAYTON - DYLAN GUENTHER - JJ PETERKA","0","0","0","1","0","100.0","1","0","100.0"
"154","0:12","0.0","KAILER YAMAMOTO - BARRETT HAYTON - JJ PETERKA","0","0","0","0","0","0.0","1","0","100.0"
"155","0:12","0.0","BRANDON TANEV - MICHAEL CARCONE - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"156","0:12","0.0","ALEXANDER KERFOOT - CLAYTON KELLER - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"157","0:12","0.0","LIAM O'BRIEN - LAWSON CROUSE - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"158","0:12","0.0","ALEXANDER KERFOOT - LOGAN COOLEY","0","0","0","0","2","0.0","0","2","0.0"
"159","0:12","0.0","LAWSON CROUSE - NICK SCHMALTZ - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"160","0:11","0.0","NICK BJUGSTAD - KEVIN STENLUND - DYLAN GUENTHER","0","0","0","1","0","100.0","1","0","100.0"
"161","0:11","0.0","LAWSON CROUSE - BARRETT HAYTON - KEVIN STENLUND","0","0","0","0","1","0.0","0","1","0.0"
"162","0:11","0.0","BARRETT HAYTON - JOSH DOAN - LOGAN COOLEY","0","0","0","0","1","0.0","0","1","0.0"
"163","0:11","0.0","CLAYTON KELLER - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"164","0:10","0.0","NICK SCHMALTZ - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"165","0:10","0.0","ALEXANDER KERFOOT - LAWSON CROUSE - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"166","0:10","0.0","KEVIN STENLUND - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"167","0:10","0.0","LAWSON CROUSE - KEVIN STENLUND - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"168","0:10","0.0","NICK BJUGSTAD - KAILER YAMAMOTO - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"169","0:10","0.0","LAWSON CROUSE - KAILER YAMAMOTO - BARRETT HAYTON - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"170","0:10","0.0","KEVIN STENLUND - DYLAN GUENTHER - JOSH DOAN","0","0","0","0","1","0.0","0","1","0.0"
"171","0:09","0.0","NICK SCHMALTZ - DYLAN GUENTHER - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"172","0:09","0.0","ALEXANDER KERFOOT - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"173","0:09","0.0","KEVIN STENLUND - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"174","0:09","0.0","NICK BJUGSTAD - LIAM O'BRIEN - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"175","0:09","0.0","NICK SCHMALTZ - MICHAEL CARCONE - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"176","0:09","0.0","ALEXANDER KERFOOT - KEVIN STENLUND - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"177","0:08","0.0","KAILER YAMAMOTO - BARRETT HAYTON - JACK MCBAIN - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"178","0:08","0.0","NICK SCHMALTZ - CLAYTON KELLER - DYLAN GUENTHER - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"179","0:08","0.0","BRANDON TANEV - KAILER YAMAMOTO - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"180","0:08","0.0","NICK BJUGSTAD - MICHAEL CARCONE - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"181","0:08","0.0","JACK MCBAIN - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"182","0:08","0.0","NICK BJUGSTAD - NICK SCHMALTZ - CLAYTON KELLER","0","0","0","0","0","0.0","0","0","0.0"
"183","0:07","0.0","MICHAEL CARCONE - KAILER YAMAMOTO - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"184","0:07","0.0","ANDREW AGOZZINO - DYLAN GUENTHER - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"185","0:07","0.0","ALEXANDER KERFOOT - KAILER YAMAMOTO - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"186","0:06","0.0","LAWSON CROUSE - MICHAEL CARCONE - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"187","0:06","0.0","KAILER YAMAMOTO - JACK MCBAIN - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"188","0:06","0.0","ANDREW AGOZZINO - CLAYTON KELLER - KAILER YAMAMOTO","0","0","0","0","0","0.0","0","0","0.0"
"189","0:06","0.0","ALEXANDER KERFOOT - CLAYTON KELLER - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"190","0:06","0.0","LAWSON CROUSE - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"191","0:05","0.0","NICK BJUGSTAD - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"192","0:05","0.0","MICHAEL CARCONE - KAILER YAMAMOTO - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"193","0:05","0.0","CLAYTON KELLER - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"194","0:05","0.0","ANDREW AGOZZINO - BRANDON TANEV - CLAYTON KELLER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"195","0:05","0.0","ANDREW AGOZZINO - LAWSON CROUSE - NICK SCHMALTZ","0","0","0","0","0","0.0","0","0","0.0"
"196","0:05","0.0","MICHAEL CARCONE - KEVIN STENLUND - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"197","0:05","0.0","NICK BJUGSTAD - ALEXANDER KERFOOT - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"198","0:05","0.0","MICHAEL CARCONE - KEVIN STENLUND - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"199","0:05","0.0","ANDREW AGOZZINO - KAILER YAMAMOTO - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"200","0:05","0.0","NICK BJUGSTAD - MICHAEL CARCONE - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"201","0:05","0.0","LAWSON CROUSE - NICK SCHMALTZ - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"202","0:04","0.0","JACK MCBAIN - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"203","0:04","0.0","CLAYTON KELLER - BARRETT HAYTON - KEVIN STENLUND - DYLAN GUENTHER","0","0","0","0","0","0.0","1","0","100.0"
