"Num","Time","%","Players","GF","GA","+/-","SF","SA","SF%","CF","CA","CF%"
"268","0:02","0.0","TYLER TOFFOLI - WILLIAM EKLUND - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"269","0:02","0.0","BARCLAY GOODROW - NIKOLAI KOVALENKO - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"270","0:02","0.0","NIKOLAI KOVALENKO - DANIL GUSHCHIN","0","0","0","0","0","0.0","0","0","0.0"
"271","0:02","0.0","JEFF SKINNER - PHILIPP KURASHEV - COLLIN GRAF - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"272","0:02","0.0","PHILIPP KURASHEV - WILLIAM EKLUND - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"273","0:02","0.0","TYLER TOFFOLI - ALEXANDER WENNBERG - PHILIPP KURASHEV - TY DELLANDREA","0","0","0","0","0","0.0","0","0","0.0"
"274","0:02","0.0","ALEXANDER WENNBERG - BARCLAY GOODROW - ADAM GAUDETTE","0","0","0","0","0","0.0","0","0","0.0"
"275","0:02","0.0","CARL GRUNDSTROM - TY DELLANDREA - COLLIN GRAF","0","0","0","0","0","0.0","0","0","0.0"
"276","0:02","0.0","TYLER TOFFOLI - ALEXANDER WENNBERG","0","0","0","0","0","0.0","0","0","0.0"
"277","0:02","0.0","DANIL GUSHCHIN - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"278","0:02","0.0","BARCLAY GOODROW - WILLIAM EKLUND - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"279","0:02","0.0","JEFF SKINNER - WILL SMITH - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"280","0:02","0.0","TY DELLANDREA - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"281","0:02","0.0","CARL GRUNDSTROM - WILLIAM EKLUND - COLLIN GRAF","0","0","0","0","0","0.0","0","0","0.0"
"282","0:02","0.0","TY DELLANDREA - NOAH GREGOR - ZACK OSTAPCHUK - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"283","0:02","0.0","CARL GRUNDSTROM - NOAH GREGOR","0","0","0","0","0","0.0","0","0","0.0"
"284","0:02","0.0","PHILIPP KURASHEV - WILLIAM EKLUND - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"285","0:02","0.0","PHILIPP KURASHEV - WILL SMITH - MICHAEL MISA","0","0","0","0","0","0.0","0","0","0.0"
"286","0:01","0.0","ALEXANDER WENNBERG - DANIL GUSHCHIN","0","0","0","0","0","0.0","0","0","0.0"
"287","0:01","0.0","TYLER TOFFOLI - CARL GRUNDSTROM - NOAH GREGOR","0","0","0","0","0","0.0","0","0","0.0"
"288","0:01","0.0","NOAH GREGOR - WILLIAM EKLUND - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"289","0:01","0.0","JEFF SKINNER - MICHAEL MISA","0","0","0","0","0","0.0","0","0","0.0"
"290","0:01","0.0","TYLER TOFFOLI - CAM LUND - WILL SMITH - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"291","0:01","0.0","ALEXANDER WENNBERG - NIKOLAI KOVALENKO - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"292","0:01","0.0","TYLER TOFFOLI - DANIL GUSHCHIN - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"293","0:01","0.0","JEFF SKINNER - PHILIPP KURASHEV - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"294","0:01","0.0","TYLER TOFFOLI - BARCLAY GOODROW - ADAM GAUDETTE","0","0","0","0","0","0.0","0","0","0.0"
"295","0:01","0.0","TYLER TOFFOLI - PHILIPP KURASHEV - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"296","0:01","0.0","BARCLAY GOODROW - PHILIPP KURASHEV - MICHAEL MISA","0","0","0","0","0","0.0","0","0","0.0"
"297","0:01","0.0","TY DELLANDREA - ZACK OSTAPCHUK - WILL SMITH - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"298","0:01","0.0","WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"299","0:01","0.0","TYLER TOFFOLI - ALEXANDER WENNBERG - PHILIPP KURASHEV - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"300","0:01","0.0","BARCLAY GOODROW - ADAM GAUDETTE - WILL SMITH - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"301","0:01","0.0","RYAN REAVES - BARCLAY GOODROW - ADAM GAUDETTE - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"302","0:01","0.0","RYAN REAVES - ADAM GAUDETTE","0","0","0","0","0","0.0","0","0","0.0"
"303","0:01","0.0","NOAH GREGOR - COLLIN GRAF","0","0","0","0","0","0.0","0","0","0.0"
"304","0:01","0.0","ALEXANDER WENNBERG - CARL GRUNDSTROM - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"305","0:01","0.0","NIKOLAI KOVALENKO - WILLIAM EKLUND - WILL SMITH - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"306","0:01","0.0","BARCLAY GOODROW - ZACK OSTAPCHUK","0","0","0","0","0","0.0","0","0","0.0"
"307","0:01","0.0","NIKOLAI KOVALENKO - WILLIAM EKLUND - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"308","0:01","0.0","BARCLAY GOODROW - TY DELLANDREA - DANIL GUSHCHIN","0","0","0","0","0","0.0","0","0","0.0"
"309","0:01","0.0","BARCLAY GOODROW - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"310","0:01","0.0","JEFF SKINNER - PHILIPP KURASHEV - TY DELLANDREA - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"311","0:01","0.0","JEFF SKINNER - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"312","0:01","0.0","JEFF SKINNER - TYLER TOFFOLI - ALEXANDER WENNBERG - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"313","0:01","0.0","TYLER TOFFOLI","0","0","0","0","0","0.0","0","0","0.0"
"314","0:01","0.0","BARCLAY GOODROW - TY DELLANDREA - NOAH GREGOR - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"315","0:01","0.0","ZACK OSTAPCHUK - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"316","0:01","0.0","ALEXANDER WENNBERG - ZACK OSTAPCHUK - COLLIN GRAF","0","0","0","0","0","0.0","0","0","0.0"
"317","0:01","0.0","NIKOLAI KOVALENKO - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"318","0:01","0.0","TY DELLANDREA - THOMAS BORDELEAU - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"319","0:01","0.0","RYAN REAVES - JEFF SKINNER - TY DELLANDREA","0","0","0","0","0","0.0","0","0","0.0"
"320","0:01","0.0","JEFF SKINNER - ADAM GAUDETTE - TY DELLANDREA","0","0","0","0","0","0.0","0","0","0.0"
"321","0:01","0.0","ADAM GAUDETTE - PHILIPP KURASHEV - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"322","0:01","0.0","NOAH GREGOR - WILLIAM EKLUND - ZACK OSTAPCHUK","0","0","0","0","0","0.0","0","0","0.0"
"323","0:01","0.0","WILLIAM EKLUND - COLLIN GRAF","0","0","0","0","0","0.0","0","0","0.0"
"324","0:01","0.0","ALEXANDER WENNBERG - BARCLAY GOODROW - COLLIN GRAF","0","0","0","0","0","0.0","0","0","0.0"
"325","0:01","0.0","NOAH GREGOR - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"326","0:01","0.0","TY DELLANDREA - NIKOLAI KOVALENKO - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"327","0:01","0.0","CARL GRUNDSTROM - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"328","0:01","0.0","ALEXANDER WENNBERG - CARL GRUNDSTROM - ZACK OSTAPCHUK","0","0","0","0","0","0.0","0","0","0.0"
"329","0:01","0.0","TYLER TOFFOLI - NOAH GREGOR","0","0","0","0","0","0.0","0","0","0.0"
"330","0:01","0.0","CAM LUND - WILL SMITH - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"331","0:01","0.0","RYAN REAVES - TYLER TOFFOLI - ADAM GAUDETTE - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"332","0:01","0.0","JEFF SKINNER - ADAM GAUDETTE","0","0","0","0","0","0.0","0","0","0.0"
"333","0:01","0.0","TYLER TOFFOLI - CAM LUND - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"334","0:01","0.0","NOAH GREGOR - ZACK OSTAPCHUK - WILL SMITH - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"335","0:01","0.0","ALEXANDER WENNBERG - BARCLAY GOODROW - CARL GRUNDSTROM - ZACK OSTAPCHUK","0","0","0","0","0","0.0","0","0","0.0"
"336","0:01","0.0","BARCLAY GOODROW - NOAH GREGOR - ZACK OSTAPCHUK - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"337","0:01","0.0","TYLER TOFFOLI - TY DELLANDREA - NIKOLAI KOVALENKO - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"338","0:01","0.0","PHILIPP KURASHEV - WILL SMITH - COLLIN GRAF - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"339","0:01","0.0","JEFF SKINNER - TY DELLANDREA - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"340","0:01","0.0","RYAN REAVES - JEFF SKINNER - COLLIN GRAF","0","0","0","0","0","0.0","0","0","0.0"
"341","0:01","0.0","TYLER TOFFOLI - ADAM GAUDETTE - WILLIAM EKLUND - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"342","0:01","0.0","JEFF SKINNER - TYLER TOFFOLI - ALEXANDER WENNBERG - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"343","0:01","0.0","NOAH GREGOR - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"344","0:01","0.0","ALEXANDER WENNBERG - BARCLAY GOODROW - ZACK OSTAPCHUK","0","0","0","0","0","0.0","0","0","0.0"
"345","0:01","0.0","TY DELLANDREA - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"346","0:01","0.0","TYLER TOFFOLI - ALEXANDER WENNBERG - TY DELLANDREA - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"347","0:01","0.0","ALEXANDER WENNBERG - DANIL GUSHCHIN - WILLIAM EKLUND - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"348","0:01","0.0","ALEXANDER WENNBERG - WILLIAM EKLUND - CAM LUND - WILL SMITH","0","0","0","0","0","0.0","0","0","0.0"
"349","0:01","0.0","JEFF SKINNER - TY DELLANDREA - WILLIAM EKLUND","0","0","0","0","0","0.0","0","0","0.0"
"350","0:01","0.0","JEFF SKINNER - ALEXANDER WENNBERG","0","0","0","0","0","0.0","0","0","0.0"
"351","0:01","0.0","RYAN REAVES - MACKLIN CELEBRINI","0","0","0","0","0","0.0","0","0","0.0"
"352","0:01","0.0","BARCLAY GOODROW - NOAH GREGOR - WILLIAM EKLUND - ZACK OSTAPCHUK","0","0","0","0","0","0.0","0","0","0.0"
"353","0:01","0.0","BARCLAY GOODROW - TY DELLANDREA - ZACK OSTAPCHUK - CAM LUND","0","0","0","0","0","0.0","0","0","0.0"
"354","0:01","0.0","ALEXANDER WENNBERG - TY DELLANDREA - NIKOLAI KOVALENKO","0","0","0","0","0","0.0","0","0","0.0"
