"Num","Time","%","Players","GF","GA","+/-","SF","SA","SF%","CF","CA","CF%"
"45","0:01","0.0","NICK SCHMALTZ - CLAYTON KELLER - BARRETT HAYTON - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"46","0:01","0.0","KAILER YAMAMOTO - JACK MCBAIN - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"47","0:01","0.0","NICK SCHMALTZ - CLAYTON KELLER - BARRETT HAYTON - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"48","0:01","0.0","CLAYTON KELLER - DYLAN GUENTHER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"49","0:01","0.0","CLAYTON KELLER - KAILER YAMAMOTO - JACK MCBAIN - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"50","0:01","0.0","NICK SCHMALTZ - CLAYTON KELLER - JACK MCBAIN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"51","0:01","0.0","NICK SCHMALTZ - CLAYTON KELLER - DYLAN GUENTHER - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"52","0:01","0.0","NICK SCHMALTZ - KAILER YAMAMOTO - JOSH DOAN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"53","0:01","0.0","CLAYTON KELLER - JACK MCBAIN - JOSH DOAN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"54","0:01","0.0","KAILER YAMAMOTO - DYLAN GUENTHER - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"55","0:01","0.0","DYLAN GUENTHER - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"56","0:01","0.0","NICK SCHMALTZ - DYLAN GUENTHER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"57","0:01","0.0","NICK SCHMALTZ - CLAYTON KELLER - KAILER YAMAMOTO - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"58","0:01","0.0","NICK SCHMALTZ - BARRETT HAYTON - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"59","0:01","0.0","CLAYTON KELLER - KAILER YAMAMOTO - BARRETT HAYTON - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"60","0:01","0.0","BARRETT HAYTON - JACK MCBAIN - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
